,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
109,862.0,589.0,813.0,507.0,859.0,237.0,225.0,811.0,265.0,863.0,816.0,235.0,731.0,273.0,312.0,487.0,23.0,77.0,204.0,861.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,48.0,292.0,3.0
110,77.0,862.0,813.0,589.0,237.0,265.0,859.0,225.0,556.0,809.0,863.0,346.0,837.0,811.0,815.0,72.0,816.0,235.0,352.0,312.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,3.0
111,589.0,813.0,862.0,77.0,265.0,225.0,237.0,815.0,235.0,556.0,859.0,816.0,863.0,346.0,304.0,312.0,228.0,811.0,318.0,644.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
112,589.0,813.0,237.0,862.0,265.0,811.0,225.0,859.0,863.0,77.0,507.0,816.0,814.0,312.0,235.0,777.0,487.0,204.0,318.0,478.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,2.0
113,589.0,862.0,813.0,225.0,237.0,265.0,811.0,556.0,859.0,816.0,416.0,77.0,777.0,507.0,863.0,312.0,304.0,814.0,799.0,488.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
114,237.0,77.0,225.0,862.0,589.0,813.0,265.0,863.0,556.0,811.0,816.0,346.0,859.0,312.0,507.0,269.0,318.0,492.0,309.0,320.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,841.0,292.0,1.0
115,237.0,589.0,265.0,225.0,269.0,816.0,862.0,507.0,863.0,488.0,731.0,813.0,811.0,480.0,77.0,312.0,859.0,346.0,30.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,48.0,292.0,1.0
116,862.0,589.0,265.0,813.0,811.0,225.0,237.0,77.0,556.0,507.0,859.0,777.0,814.0,312.0,416.0,487.0,863.0,232.0,816.0,204.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,3.0
117,813.0,862.0,265.0,589.0,225.0,859.0,507.0,814.0,816.0,811.0,237.0,863.0,488.0,273.0,556.0,235.0,346.0,77.0,312.0,269.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,48.0,292.0,3.0
118,813.0,862.0,265.0,589.0,225.0,816.0,77.0,507.0,237.0,859.0,556.0,811.0,814.0,232.0,327.0,235.0,863.0,43.0,488.0,782.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
119,862.0,813.0,589.0,237.0,507.0,225.0,265.0,814.0,811.0,863.0,859.0,77.0,346.0,556.0,312.0,816.0,338.0,274.0,17.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,3.0
120,589.0,265.0,225.0,237.0,862.0,77.0,556.0,813.0,346.0,816.0,859.0,309.0,312.0,235.0,811.0,490.0,845.0,863.0,304.0,308.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,1.0
121,862.0,813.0,77.0,265.0,859.0,237.0,346.0,556.0,589.0,225.0,646.0,837.0,312.0,863.0,269.0,811.0,815.0,329.0,816.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,4.0
122,589.0,77.0,813.0,265.0,862.0,225.0,235.0,859.0,863.0,556.0,816.0,81.0,237.0,352.0,346.0,312.0,318.0,815.0,837.0,405.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,2.0
123,589.0,77.0,225.0,237.0,265.0,859.0,556.0,862.0,813.0,863.0,777.0,346.0,811.0,816.0,312.0,318.0,815.0,269.0,546.0,303.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,1.0
124,862.0,589.0,265.0,813.0,863.0,811.0,859.0,237.0,816.0,225.0,318.0,77.0,507.0,487.0,309.0,312.0,480.0,43.0,861.0,442.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,3.0
125,589.0,813.0,862.0,265.0,77.0,225.0,237.0,816.0,859.0,811.0,556.0,863.0,235.0,488.0,309.0,312.0,507.0,815.0,644.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,2.0
126,77.0,862.0,813.0,265.0,859.0,589.0,225.0,237.0,346.0,863.0,815.0,556.0,312.0,487.0,318.0,816.0,352.0,811.0,37.0,837.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,4.0
127,589.0,77.0,862.0,813.0,237.0,265.0,225.0,859.0,416.0,811.0,556.0,777.0,303.0,312.0,405.0,816.0,304.0,863.0,515.0,126.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,2.0
128,862.0,265.0,237.0,813.0,225.0,589.0,811.0,77.0,816.0,814.0,488.0,312.0,863.0,859.0,318.0,204.0,507.0,556.0,273.0,323.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
129,589.0,265.0,77.0,813.0,225.0,235.0,862.0,556.0,237.0,346.0,816.0,304.0,815.0,81.0,507.0,327.0,232.0,859.0,312.0,309.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,2.0
130,327.0,77.0,813.0,589.0,265.0,225.0,237.0,862.0,859.0,235.0,556.0,815.0,346.0,304.0,816.0,863.0,507.0,72.0,312.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,644.0,81.0,292.0,841.0,2.0
131,589.0,77.0,862.0,813.0,237.0,265.0,225.0,859.0,816.0,405.0,777.0,304.0,507.0,707.0,811.0,863.0,815.0,303.0,312.0,492.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
132,862.0,813.0,265.0,225.0,235.0,507.0,816.0,77.0,480.0,859.0,556.0,589.0,811.0,312.0,863.0,323.0,318.0,814.0,269.0,237.0,18.0,50.0,640.0,1.0,260.0,81.0,432.0,644.0,48.0,841.0,3.0
133,77.0,237.0,556.0,256.0,863.0,589.0,859.0,749.0,265.0,219.0,255.0,241.0,346.0,405.0,658.0,235.0,820.0,862.0,570.0,837.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,1.0
134,77.0,556.0,863.0,859.0,589.0,237.0,256.0,252.0,346.0,570.0,235.0,816.0,837.0,820.0,265.0,862.0,304.0,326.0,507.0,188.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,1.0
135,77.0,265.0,862.0,863.0,319.0,556.0,589.0,816.0,309.0,346.0,859.0,811.0,813.0,241.0,237.0,507.0,131.0,320.0,488.0,570.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,3.0
136,77.0,859.0,863.0,556.0,589.0,570.0,237.0,862.0,265.0,216.0,861.0,638.0,811.0,860.0,42.0,565.0,346.0,816.0,820.0,837.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,4.0
137,77.0,556.0,863.0,265.0,859.0,507.0,237.0,816.0,216.0,309.0,589.0,862.0,43.0,861.0,811.0,490.0,204.0,320.0,553.0,480.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,1.0
138,77.0,556.0,863.0,589.0,237.0,859.0,265.0,241.0,256.0,816.0,862.0,346.0,658.0,820.0,570.0,216.0,188.0,565.0,309.0,34.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,1.0
139,77.0,863.0,265.0,862.0,816.0,589.0,237.0,859.0,811.0,556.0,309.0,507.0,216.0,319.0,334.0,346.0,861.0,166.0,89.0,658.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
140,77.0,863.0,265.0,862.0,556.0,589.0,861.0,816.0,237.0,811.0,309.0,216.0,479.0,859.0,507.0,319.0,204.0,346.0,45.0,137.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
141,77.0,556.0,589.0,265.0,863.0,237.0,346.0,216.0,861.0,859.0,777.0,862.0,586.0,565.0,816.0,309.0,232.0,507.0,860.0,811.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
142,77.0,237.0,556.0,862.0,863.0,235.0,241.0,256.0,859.0,749.0,265.0,813.0,346.0,570.0,255.0,589.0,188.0,240.0,777.0,565.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
143,77.0,237.0,556.0,241.0,859.0,658.0,862.0,346.0,265.0,235.0,589.0,256.0,368.0,325.0,216.0,312.0,234.0,565.0,304.0,411.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,807.0,4.0
144,589.0,862.0,77.0,237.0,556.0,859.0,511.0,860.0,265.0,346.0,809.0,863.0,777.0,811.0,312.0,488.0,565.0,861.0,164.0,816.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,3.0
145,77.0,237.0,556.0,265.0,256.0,862.0,241.0,234.0,859.0,816.0,589.0,309.0,658.0,346.0,325.0,368.0,216.0,235.0,707.0,312.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
146,237.0,77.0,862.0,589.0,556.0,265.0,225.0,507.0,859.0,325.0,811.0,312.0,216.0,309.0,777.0,816.0,188.0,411.0,658.0,863.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,841.0,292.0,4.0
147,862.0,589.0,77.0,859.0,237.0,556.0,265.0,235.0,813.0,327.0,325.0,346.0,216.0,363.0,707.0,816.0,565.0,858.0,507.0,861.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,3.0
148,265.0,225.0,556.0,589.0,237.0,859.0,77.0,235.0,816.0,707.0,863.0,507.0,862.0,318.0,216.0,319.0,346.0,312.0,96.0,256.0,18.0,50.0,640.0,260.0,1.0,81.0,432.0,644.0,292.0,841.0,1.0
149,589.0,77.0,265.0,235.0,237.0,859.0,816.0,862.0,225.0,556.0,216.0,81.0,813.0,188.0,346.0,863.0,815.0,228.0,318.0,312.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
150,77.0,589.0,237.0,265.0,556.0,859.0,862.0,325.0,225.0,329.0,816.0,863.0,777.0,811.0,346.0,719.0,312.0,216.0,318.0,507.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,1.0
151,862.0,813.0,265.0,77.0,237.0,589.0,814.0,816.0,507.0,811.0,225.0,216.0,309.0,859.0,556.0,863.0,312.0,487.0,234.0,673.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,4.0
152,589.0,813.0,77.0,265.0,235.0,859.0,225.0,816.0,237.0,862.0,556.0,216.0,507.0,815.0,81.0,346.0,863.0,309.0,811.0,188.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,2.0
153,589.0,77.0,265.0,235.0,859.0,225.0,237.0,556.0,507.0,862.0,816.0,813.0,346.0,304.0,216.0,863.0,309.0,312.0,318.0,468.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
154,265.0,862.0,77.0,813.0,237.0,225.0,589.0,811.0,507.0,816.0,318.0,863.0,309.0,859.0,216.0,312.0,488.0,232.0,814.0,556.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
155,77.0,589.0,862.0,265.0,859.0,237.0,556.0,225.0,837.0,816.0,325.0,204.0,318.0,863.0,507.0,312.0,216.0,586.0,815.0,492.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
156,265.0,862.0,77.0,327.0,813.0,859.0,225.0,235.0,556.0,237.0,589.0,816.0,507.0,216.0,863.0,811.0,411.0,312.0,318.0,188.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
157,589.0,265.0,813.0,225.0,77.0,235.0,862.0,237.0,816.0,507.0,216.0,309.0,23.0,811.0,863.0,318.0,859.0,312.0,556.0,814.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
158,77.0,589.0,862.0,237.0,265.0,859.0,556.0,225.0,816.0,507.0,811.0,318.0,312.0,204.0,338.0,813.0,72.0,837.0,863.0,814.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,2.0
159,589.0,77.0,265.0,862.0,859.0,225.0,556.0,237.0,235.0,813.0,815.0,338.0,304.0,816.0,863.0,312.0,507.0,707.0,346.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
160,77.0,589.0,265.0,237.0,225.0,556.0,862.0,859.0,777.0,863.0,816.0,507.0,312.0,809.0,811.0,416.0,707.0,648.0,471.0,318.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,841.0,292.0,1.0
161,265.0,77.0,225.0,859.0,589.0,556.0,863.0,237.0,235.0,816.0,707.0,346.0,862.0,312.0,188.0,216.0,468.0,586.0,592.0,318.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
162,77.0,589.0,237.0,265.0,859.0,225.0,862.0,556.0,816.0,863.0,318.0,815.0,126.0,312.0,600.0,321.0,777.0,216.0,507.0,346.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,807.0,292.0,1.0
163,862.0,589.0,811.0,237.0,265.0,816.0,863.0,225.0,77.0,859.0,234.0,318.0,507.0,312.0,813.0,216.0,556.0,861.0,204.0,777.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,4.0
164,862.0,237.0,589.0,811.0,265.0,269.0,225.0,318.0,507.0,77.0,556.0,863.0,216.0,816.0,859.0,312.0,777.0,43.0,204.0,309.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,4.0
165,265.0,77.0,225.0,589.0,556.0,859.0,235.0,237.0,863.0,43.0,216.0,816.0,488.0,707.0,346.0,312.0,862.0,309.0,592.0,673.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
166,77.0,862.0,589.0,859.0,237.0,265.0,811.0,777.0,556.0,225.0,813.0,863.0,234.0,837.0,318.0,216.0,312.0,586.0,816.0,488.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,807.0,4.0
167,77.0,589.0,862.0,237.0,225.0,863.0,265.0,811.0,859.0,507.0,816.0,126.0,312.0,317.0,318.0,216.0,204.0,161.0,411.0,423.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,48.0,292.0,1.0
168,77.0,862.0,265.0,589.0,859.0,237.0,225.0,556.0,863.0,216.0,329.0,816.0,811.0,312.0,328.0,318.0,488.0,814.0,837.0,43.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,807.0,292.0,4.0
169,589.0,225.0,862.0,265.0,237.0,816.0,859.0,863.0,318.0,811.0,813.0,493.0,507.0,216.0,312.0,480.0,491.0,77.0,309.0,556.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,1.0
170,862.0,589.0,237.0,265.0,225.0,216.0,491.0,318.0,811.0,416.0,859.0,816.0,43.0,77.0,234.0,863.0,556.0,312.0,309.0,492.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,48.0,841.0,4.0
171,862.0,589.0,265.0,225.0,77.0,814.0,816.0,237.0,859.0,811.0,318.0,216.0,487.0,863.0,126.0,346.0,556.0,812.0,312.0,813.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,3.0
172,589.0,862.0,265.0,813.0,216.0,811.0,225.0,863.0,816.0,859.0,237.0,77.0,777.0,318.0,312.0,309.0,235.0,814.0,346.0,556.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
173,862.0,77.0,265.0,589.0,859.0,225.0,556.0,329.0,235.0,816.0,837.0,318.0,237.0,863.0,815.0,346.0,487.0,813.0,814.0,216.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,3.0
174,77.0,265.0,235.0,225.0,859.0,862.0,589.0,346.0,556.0,237.0,837.0,327.0,816.0,318.0,216.0,271.0,863.0,312.0,586.0,592.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,3.0
175,77.0,265.0,862.0,237.0,507.0,589.0,225.0,859.0,813.0,327.0,556.0,216.0,346.0,318.0,816.0,863.0,312.0,811.0,468.0,188.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,4.0
176,862.0,589.0,265.0,225.0,811.0,859.0,816.0,216.0,43.0,863.0,77.0,237.0,324.0,273.0,312.0,235.0,487.0,318.0,861.0,204.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
177,77.0,589.0,265.0,225.0,237.0,556.0,813.0,862.0,329.0,777.0,859.0,325.0,303.0,312.0,863.0,216.0,552.0,815.0,326.0,346.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
178,589.0,77.0,862.0,265.0,859.0,237.0,225.0,487.0,816.0,863.0,813.0,556.0,318.0,216.0,321.0,346.0,312.0,235.0,811.0,309.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
179,77.0,589.0,225.0,859.0,265.0,237.0,863.0,556.0,816.0,325.0,862.0,346.0,707.0,216.0,318.0,312.0,815.0,235.0,328.0,489.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
180,77.0,589.0,237.0,859.0,556.0,225.0,862.0,265.0,303.0,777.0,329.0,863.0,816.0,325.0,811.0,815.0,312.0,216.0,837.0,507.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
181,77.0,265.0,225.0,327.0,235.0,859.0,556.0,589.0,237.0,816.0,862.0,815.0,707.0,325.0,318.0,863.0,216.0,346.0,489.0,312.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,1.0
182,862.0,77.0,589.0,265.0,859.0,863.0,329.0,237.0,318.0,816.0,225.0,811.0,813.0,216.0,507.0,235.0,556.0,328.0,492.0,815.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,3.0
183,589.0,77.0,237.0,265.0,225.0,859.0,863.0,216.0,507.0,346.0,862.0,318.0,556.0,816.0,188.0,312.0,328.0,586.0,405.0,303.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
184,77.0,265.0,862.0,859.0,235.0,225.0,589.0,556.0,816.0,346.0,327.0,216.0,318.0,271.0,237.0,507.0,863.0,312.0,234.0,320.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
185,589.0,77.0,265.0,862.0,235.0,225.0,327.0,507.0,859.0,556.0,304.0,815.0,816.0,216.0,81.0,318.0,813.0,237.0,488.0,188.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
186,77.0,589.0,265.0,556.0,225.0,237.0,216.0,862.0,318.0,837.0,346.0,235.0,859.0,126.0,816.0,411.0,815.0,719.0,863.0,352.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,1.0
187,77.0,327.0,265.0,862.0,589.0,225.0,556.0,237.0,318.0,859.0,216.0,488.0,646.0,235.0,815.0,837.0,816.0,276.0,312.0,858.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,4.0
188,77.0,862.0,589.0,265.0,859.0,318.0,225.0,556.0,237.0,216.0,815.0,837.0,811.0,646.0,488.0,327.0,684.0,863.0,330.0,816.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,4.0
189,77.0,862.0,589.0,237.0,859.0,225.0,556.0,265.0,811.0,318.0,216.0,777.0,863.0,837.0,312.0,684.0,471.0,719.0,816.0,815.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,841.0,292.0,4.0
190,589.0,77.0,225.0,265.0,556.0,859.0,216.0,862.0,237.0,318.0,777.0,126.0,816.0,303.0,863.0,312.0,546.0,346.0,815.0,837.0,18.0,50.0,640.0,260.0,1.0,81.0,432.0,644.0,292.0,807.0,1.0
191,862.0,77.0,265.0,589.0,318.0,859.0,216.0,225.0,863.0,556.0,811.0,816.0,86.0,815.0,492.0,235.0,352.0,837.0,312.0,412.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,807.0,3.0
192,589.0,77.0,265.0,862.0,225.0,235.0,216.0,814.0,556.0,318.0,859.0,816.0,488.0,237.0,815.0,863.0,204.0,228.0,312.0,811.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
193,77.0,589.0,862.0,265.0,859.0,225.0,216.0,318.0,237.0,815.0,556.0,816.0,863.0,235.0,323.0,411.0,811.0,837.0,228.0,312.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
194,862.0,265.0,859.0,77.0,318.0,589.0,556.0,327.0,863.0,816.0,837.0,811.0,488.0,815.0,312.0,646.0,592.0,463.0,225.0,259.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,4.0
195,589.0,862.0,265.0,859.0,556.0,777.0,318.0,811.0,303.0,816.0,863.0,492.0,317.0,546.0,312.0,500.0,552.0,837.0,684.0,691.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
196,265.0,589.0,859.0,862.0,318.0,811.0,863.0,816.0,556.0,321.0,312.0,707.0,728.0,861.0,490.0,482.0,480.0,494.0,526.0,489.0,640.0,260.0,50.0,18.0,432.0,644.0,1.0,292.0,841.0,807.0,1.0
197,265.0,589.0,862.0,556.0,863.0,816.0,318.0,488.0,811.0,859.0,707.0,312.0,346.0,482.0,491.0,309.0,673.0,406.0,442.0,586.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,1.0
198,327.0,265.0,556.0,859.0,318.0,589.0,863.0,346.0,707.0,816.0,862.0,837.0,334.0,815.0,276.0,319.0,303.0,858.0,330.0,312.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,1.0
199,589.0,862.0,859.0,265.0,809.0,318.0,556.0,811.0,777.0,492.0,501.0,303.0,816.0,863.0,312.0,511.0,815.0,515.0,259.0,452.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,2.0
200,589.0,265.0,862.0,859.0,318.0,863.0,556.0,816.0,811.0,740.0,312.0,416.0,815.0,321.0,411.0,492.0,546.0,273.0,303.0,719.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,1.0
201,862.0,589.0,265.0,859.0,318.0,863.0,556.0,811.0,837.0,329.0,816.0,492.0,546.0,815.0,328.0,312.0,452.0,728.0,468.0,809.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,3.0
202,589.0,862.0,265.0,816.0,811.0,814.0,411.0,863.0,318.0,859.0,556.0,312.0,492.0,777.0,334.0,452.0,388.0,304.0,684.0,259.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,2.0
203,589.0,862.0,265.0,859.0,318.0,556.0,673.0,501.0,815.0,814.0,863.0,811.0,777.0,552.0,816.0,837.0,492.0,312.0,320.0,321.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,2.0
204,265.0,862.0,589.0,318.0,816.0,556.0,863.0,811.0,312.0,492.0,488.0,814.0,859.0,699.0,309.0,707.0,806.0,294.0,617.0,487.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,807.0,841.0,1.0
205,862.0,265.0,589.0,811.0,814.0,816.0,318.0,556.0,312.0,863.0,259.0,859.0,452.0,488.0,646.0,728.0,546.0,309.0,482.0,323.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,4.0
206,862.0,265.0,589.0,318.0,863.0,816.0,556.0,859.0,811.0,452.0,312.0,766.0,814.0,837.0,728.0,809.0,309.0,412.0,806.0,334.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,3.0
207,862.0,265.0,589.0,811.0,816.0,859.0,556.0,728.0,863.0,492.0,814.0,318.0,312.0,488.0,259.0,861.0,327.0,442.0,481.0,487.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
208,862.0,265.0,589.0,816.0,859.0,318.0,814.0,811.0,312.0,863.0,728.0,699.0,488.0,487.0,556.0,259.0,338.0,799.0,861.0,657.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
209,862.0,589.0,265.0,859.0,556.0,318.0,837.0,811.0,346.0,312.0,416.0,777.0,863.0,500.0,809.0,860.0,515.0,329.0,552.0,352.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,3.0
210,265.0,859.0,589.0,556.0,863.0,327.0,837.0,816.0,707.0,346.0,862.0,318.0,352.0,592.0,699.0,488.0,312.0,858.0,815.0,411.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,1.0
211,265.0,327.0,589.0,862.0,859.0,556.0,816.0,815.0,318.0,304.0,863.0,312.0,837.0,481.0,323.0,806.0,858.0,813.0,811.0,666.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
212,265.0,327.0,859.0,589.0,556.0,318.0,816.0,707.0,863.0,411.0,862.0,740.0,312.0,303.0,392.0,329.0,346.0,352.0,617.0,815.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,807.0,841.0,1.0
213,862.0,589.0,265.0,859.0,318.0,556.0,811.0,777.0,500.0,329.0,863.0,312.0,860.0,809.0,416.0,546.0,837.0,816.0,515.0,684.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
214,589.0,862.0,265.0,816.0,814.0,859.0,811.0,318.0,312.0,480.0,488.0,482.0,492.0,863.0,644.0,452.0,684.0,485.0,699.0,338.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,2.0
215,862.0,265.0,589.0,811.0,318.0,814.0,859.0,482.0,556.0,863.0,816.0,259.0,269.0,312.0,489.0,861.0,492.0,487.0,715.0,274.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,3.0
216,589.0,862.0,863.0,265.0,816.0,811.0,859.0,318.0,312.0,814.0,334.0,556.0,806.0,482.0,416.0,526.0,423.0,259.0,861.0,338.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
217,862.0,265.0,589.0,318.0,859.0,556.0,501.0,328.0,837.0,815.0,863.0,500.0,816.0,346.0,312.0,352.0,442.0,502.0,592.0,488.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
218,265.0,589.0,500.0,859.0,327.0,556.0,863.0,318.0,862.0,707.0,816.0,837.0,411.0,325.0,352.0,312.0,488.0,317.0,392.0,811.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,1.0
