,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
54,589.0,77.0,265.0,225.0,235.0,96.0,237.0,346.0,487.0,556.0,228.0,188.0,507.0,312.0,318.0,546.0,304.0,644.0,782.0,23.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
55,589.0,77.0,265.0,237.0,225.0,556.0,777.0,416.0,303.0,507.0,346.0,312.0,235.0,170.0,318.0,269.0,61.0,96.0,164.0,188.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
56,77.0,589.0,265.0,225.0,556.0,346.0,237.0,507.0,72.0,777.0,312.0,416.0,318.0,303.0,61.0,170.0,304.0,96.0,43.0,325.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,2.0
57,77.0,589.0,225.0,265.0,235.0,556.0,327.0,346.0,318.0,507.0,271.0,488.0,72.0,269.0,234.0,411.0,237.0,329.0,312.0,131.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
58,589.0,327.0,235.0,265.0,225.0,77.0,556.0,237.0,346.0,304.0,96.0,81.0,487.0,312.0,188.0,323.0,488.0,318.0,552.0,490.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,2.0
59,589.0,265.0,77.0,225.0,237.0,96.0,346.0,556.0,707.0,235.0,491.0,312.0,352.0,488.0,188.0,318.0,673.0,586.0,303.0,546.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,1.0
60,589.0,77.0,265.0,237.0,777.0,556.0,303.0,225.0,304.0,312.0,228.0,346.0,488.0,260.0,546.0,321.0,126.0,491.0,72.0,96.0,18.0,640.0,50.0,1.0,260.0,432.0,644.0,81.0,292.0,48.0,2.0
61,589.0,77.0,237.0,265.0,225.0,556.0,96.0,346.0,312.0,507.0,72.0,321.0,318.0,586.0,491.0,352.0,304.0,228.0,405.0,204.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
62,77.0,589.0,265.0,225.0,235.0,556.0,237.0,327.0,96.0,346.0,488.0,507.0,312.0,487.0,707.0,304.0,188.0,490.0,269.0,139.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,2.0
63,265.0,77.0,327.0,589.0,225.0,235.0,507.0,329.0,271.0,556.0,269.0,346.0,312.0,237.0,318.0,480.0,492.0,392.0,488.0,617.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
64,327.0,77.0,237.0,265.0,225.0,556.0,589.0,324.0,346.0,235.0,731.0,312.0,96.0,586.0,318.0,592.0,334.0,188.0,507.0,658.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,4.0
65,589.0,77.0,265.0,225.0,237.0,507.0,235.0,318.0,556.0,346.0,329.0,487.0,86.0,312.0,96.0,492.0,363.0,500.0,271.0,738.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
66,589.0,237.0,265.0,225.0,487.0,318.0,312.0,480.0,273.0,77.0,393.0,507.0,331.0,309.0,556.0,755.0,96.0,532.0,31.0,334.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
67,589.0,265.0,235.0,225.0,77.0,237.0,411.0,556.0,507.0,487.0,273.0,309.0,312.0,318.0,43.0,346.0,731.0,204.0,492.0,323.0,18.0,50.0,640.0,260.0,1.0,81.0,432.0,644.0,292.0,48.0,3.0
68,589.0,265.0,225.0,237.0,235.0,346.0,556.0,96.0,312.0,622.0,478.0,487.0,731.0,77.0,318.0,488.0,707.0,303.0,309.0,82.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,1.0
69,77.0,589.0,265.0,556.0,225.0,416.0,237.0,170.0,126.0,318.0,228.0,312.0,346.0,777.0,235.0,468.0,552.0,586.0,303.0,72.0,18.0,640.0,50.0,260.0,1.0,432.0,644.0,81.0,292.0,48.0,2.0
70,77.0,265.0,589.0,225.0,235.0,271.0,346.0,318.0,507.0,556.0,468.0,327.0,237.0,487.0,312.0,43.0,131.0,552.0,766.0,239.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
71,589.0,77.0,237.0,265.0,225.0,556.0,777.0,405.0,346.0,61.0,586.0,487.0,164.0,312.0,318.0,468.0,352.0,144.0,392.0,552.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
72,589.0,77.0,265.0,235.0,225.0,237.0,556.0,346.0,304.0,96.0,312.0,552.0,81.0,731.0,72.0,318.0,565.0,271.0,228.0,309.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
73,589.0,265.0,237.0,487.0,480.0,225.0,43.0,235.0,77.0,312.0,727.0,309.0,338.0,273.0,318.0,269.0,17.0,624.0,204.0,346.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
74,589.0,77.0,265.0,237.0,225.0,556.0,777.0,346.0,399.0,312.0,126.0,303.0,719.0,308.0,586.0,318.0,546.0,304.0,72.0,707.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,1.0
75,77.0,589.0,237.0,265.0,225.0,556.0,777.0,312.0,346.0,43.0,707.0,303.0,586.0,673.0,719.0,416.0,126.0,318.0,552.0,72.0,18.0,640.0,50.0,1.0,260.0,432.0,644.0,81.0,292.0,48.0,1.0
76,77.0,265.0,237.0,589.0,225.0,488.0,312.0,43.0,234.0,480.0,318.0,731.0,323.0,346.0,309.0,269.0,487.0,338.0,273.0,334.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
77,589.0,265.0,237.0,416.0,225.0,777.0,77.0,312.0,346.0,318.0,478.0,264.0,317.0,556.0,481.0,482.0,338.0,228.0,145.0,147.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,2.0
78,77.0,265.0,589.0,225.0,346.0,556.0,237.0,312.0,488.0,330.0,318.0,586.0,86.0,235.0,486.0,352.0,442.0,546.0,188.0,269.0,18.0,640.0,50.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,3.0
79,589.0,265.0,77.0,346.0,556.0,405.0,318.0,352.0,487.0,592.0,235.0,312.0,586.0,329.0,225.0,552.0,646.0,323.0,363.0,468.0,18.0,640.0,50.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
80,589.0,265.0,312.0,346.0,487.0,556.0,321.0,309.0,318.0,481.0,480.0,719.0,317.0,478.0,486.0,334.0,777.0,273.0,465.0,338.0,640.0,260.0,432.0,50.0,18.0,1.0,644.0,292.0,275.0,48.0,4.0
81,589.0,265.0,488.0,312.0,346.0,600.0,318.0,273.0,323.0,309.0,556.0,482.0,478.0,480.0,269.0,334.0,338.0,586.0,393.0,487.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,275.0,48.0,4.0
82,589.0,265.0,269.0,346.0,556.0,487.0,312.0,318.0,309.0,273.0,338.0,777.0,334.0,274.0,484.0,586.0,442.0,492.0,600.0,480.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,275.0,48.0,4.0
83,589.0,265.0,488.0,556.0,644.0,312.0,707.0,594.0,318.0,721.0,346.0,622.0,406.0,500.0,338.0,492.0,673.0,317.0,323.0,259.0,640.0,260.0,432.0,50.0,18.0,1.0,644.0,292.0,275.0,48.0,2.0
84,265.0,589.0,862.0,480.0,813.0,346.0,488.0,318.0,312.0,863.0,859.0,269.0,657.0,486.0,811.0,600.0,331.0,816.0,442.0,323.0,640.0,50.0,260.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,4.0
85,589.0,813.0,862.0,265.0,859.0,405.0,556.0,346.0,837.0,863.0,304.0,312.0,815.0,816.0,321.0,811.0,492.0,468.0,318.0,320.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
86,265.0,589.0,813.0,863.0,859.0,862.0,346.0,816.0,556.0,312.0,707.0,318.0,811.0,317.0,815.0,837.0,809.0,490.0,321.0,486.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,1.0
87,862.0,589.0,813.0,811.0,265.0,859.0,863.0,416.0,487.0,312.0,600.0,861.0,727.0,269.0,318.0,816.0,478.0,492.0,556.0,412.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
88,589.0,813.0,265.0,346.0,556.0,859.0,862.0,815.0,863.0,304.0,816.0,312.0,487.0,837.0,586.0,731.0,323.0,330.0,318.0,644.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
89,589.0,265.0,813.0,859.0,862.0,346.0,863.0,556.0,269.0,815.0,318.0,312.0,816.0,319.0,586.0,719.0,811.0,323.0,482.0,546.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,1.0
90,813.0,862.0,265.0,816.0,589.0,859.0,811.0,863.0,556.0,327.0,480.0,309.0,312.0,482.0,861.0,492.0,488.0,500.0,318.0,755.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,841.0,292.0,807.0,3.0
91,862.0,265.0,589.0,811.0,813.0,859.0,346.0,863.0,488.0,816.0,312.0,309.0,338.0,318.0,274.0,806.0,334.0,480.0,861.0,269.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,4.0
92,265.0,813.0,589.0,862.0,556.0,346.0,859.0,327.0,837.0,816.0,318.0,309.0,863.0,666.0,815.0,312.0,269.0,507.0,352.0,552.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,3.0
93,862.0,265.0,813.0,589.0,507.0,859.0,556.0,816.0,346.0,863.0,327.0,646.0,811.0,312.0,318.0,814.0,271.0,658.0,482.0,309.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,4.0
94,862.0,589.0,811.0,265.0,813.0,859.0,816.0,863.0,487.0,507.0,480.0,312.0,814.0,318.0,861.0,338.0,309.0,600.0,806.0,777.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,3.0
95,589.0,265.0,813.0,859.0,556.0,346.0,863.0,329.0,815.0,862.0,312.0,837.0,318.0,816.0,352.0,457.0,321.0,276.0,586.0,325.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,807.0,841.0,1.0
96,862.0,863.0,589.0,265.0,811.0,816.0,859.0,813.0,312.0,507.0,318.0,556.0,393.0,861.0,392.0,461.0,487.0,806.0,273.0,721.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,4.0
97,589.0,265.0,862.0,863.0,813.0,556.0,859.0,811.0,816.0,488.0,731.0,312.0,346.0,303.0,318.0,338.0,707.0,507.0,699.0,478.0,640.0,50.0,260.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,1.0
98,862.0,589.0,811.0,859.0,265.0,863.0,777.0,813.0,312.0,600.0,816.0,556.0,507.0,318.0,268.0,806.0,338.0,861.0,719.0,860.0,640.0,50.0,260.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,4.0
99,265.0,589.0,813.0,346.0,556.0,862.0,816.0,815.0,859.0,304.0,309.0,837.0,312.0,318.0,308.0,271.0,863.0,487.0,644.0,814.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,2.0
100,589.0,813.0,862.0,265.0,859.0,556.0,863.0,346.0,487.0,815.0,816.0,312.0,304.0,318.0,811.0,731.0,837.0,644.0,490.0,447.0,640.0,260.0,50.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,2.0
101,862.0,813.0,265.0,327.0,589.0,859.0,556.0,863.0,346.0,816.0,271.0,492.0,312.0,837.0,269.0,811.0,318.0,329.0,489.0,507.0,640.0,260.0,50.0,432.0,18.0,644.0,1.0,292.0,841.0,807.0,3.0
102,589.0,862.0,777.0,813.0,859.0,265.0,863.0,811.0,507.0,492.0,556.0,312.0,816.0,416.0,338.0,478.0,719.0,318.0,471.0,303.0,640.0,50.0,260.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,1.0
103,862.0,265.0,813.0,589.0,488.0,811.0,863.0,323.0,816.0,859.0,312.0,507.0,318.0,731.0,814.0,334.0,346.0,309.0,861.0,338.0,640.0,50.0,260.0,432.0,18.0,1.0,644.0,292.0,841.0,807.0,4.0
104,589.0,265.0,813.0,859.0,556.0,862.0,346.0,303.0,863.0,777.0,815.0,837.0,809.0,811.0,312.0,352.0,304.0,546.0,586.0,816.0,640.0,50.0,18.0,260.0,1.0,432.0,644.0,292.0,807.0,841.0,1.0
105,589.0,813.0,862.0,77.0,859.0,265.0,237.0,815.0,816.0,811.0,863.0,225.0,126.0,312.0,837.0,269.0,235.0,416.0,352.0,392.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,841.0,2.0
106,813.0,862.0,77.0,265.0,589.0,859.0,225.0,863.0,816.0,492.0,235.0,346.0,556.0,507.0,237.0,312.0,318.0,486.0,811.0,487.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,48.0,3.0
107,862.0,589.0,225.0,77.0,237.0,859.0,813.0,265.0,811.0,556.0,487.0,816.0,863.0,507.0,777.0,164.0,861.0,312.0,860.0,416.0,18.0,50.0,640.0,1.0,260.0,432.0,81.0,644.0,292.0,841.0,3.0
108,862.0,237.0,589.0,813.0,265.0,811.0,816.0,507.0,859.0,77.0,225.0,863.0,814.0,312.0,480.0,488.0,318.0,673.0,269.0,346.0,18.0,50.0,640.0,260.0,1.0,432.0,81.0,644.0,292.0,48.0,4.0
